iter	Logloss
159	0.1222047829
160	0.1214173388
161	0.1208830646
162	0.1199440093
163	0.1192312557
164	0.1185818446
165	0.1179394892
16166	0.11785692716167	0.1168510846
168	0.1160192586
169	0.1154630935
170	0.114716577171	0.1134500044
172	0.1128305344
173	0.1121541175
1174	0.1117343721175	0.1109393838
176	0.1100861534
177	0.1093902825
178	0.1087181403
179	0.1080870339
180	0.1074485845
18181	0.1058744585
182	0.1052335105
183	0.1044325626
184	0.1038531536
185	0.1030920896
186	0.102331129187	0.1028637285
188	0.1024443804
1189	0.1015266509
1190	0.09973042367
191	0.09899696159
192	0.09841743469
193	0.09785235572
194	0.09715979477
195	0.09653307673
196	0.09597425557
197	0.095405689198	0.09618773737
199	0.0955897291
200	0.09505544255
201	0.09457915992
202	0.09400837336
203	0.09349416907
204	0.09289881589
205	0.09243671219
206	0.09192288262
207	0.09140659625
208	0.09100670319
209	0.09053020845
210	0.09010426092
211	0.08958674104
212	0.08913963522
213	0.08870495573
214	0.08834687331
215	0.08793231924
216	0.08742274871
217	0.08705423446
218	0.08654069099
219	0.08604365903
220	0.08543208132
221	0.08502012856
222	0.08444972898
223	0.08394234575
224	0.08354030524
225	0.08291855104
226	0.08243288053
227	0.08203902348
228	0.08165641058
229	0.08126802406
230	0.08087999445
231	0.08051745368
232	0.08006801656
233	0.07960155838
234	0.07934484716
235	0.07905269372
236	0.07861540719
237	0.07814223473
238	0.07783268818
239	0.07749283027
240	0.07708334557
241	0.07680788358
242	0.07653698289
243	0.07621252746
244	0.0758740245	0.07385756026
246	0.07346992175
247	0.07310019533
248	0.07279817836
249	249	0.07403393521
250	0.0737630599
251	0.0733217947
252	0.0729817325
253	0.07265234157
254	0.07219876124
255	0.07187748591
256	0.07151522227
257	0.07101022155
258	0.07068382581
259	0.07029134309
260	0.06985420146
261	0.06956018239
262	0.06920335902
263	0.06881901676
264	0.06851287542
265	0.06822820481
266	0.06789311082
267	0.06749575551
268	0.06713977736
269	0.06682421344
270	0.06653370772
271	0.06624724439
272	0.0660245119
273	0.06567687885
274	0.06532318907
275	0.06501613357
276	0.06470767436
277	0.06436689737
278	0.06414822116
279	0.06388170567
280	0.0635546419
281	0.06320568162
282	0.06289489325
283	0.06266907511
284	0.06235396467
285	0.06207987
286	0.06175120957
287	0.06145208602
288	0.06118057406
289	0.06081992926
290	0.06057479821
291	0.06032412677
292	0.06007338611
293	0.05982236995
294	0.05954020642
295	0.05929724114
296	0.05900289023
297	0.05873243758
298	0.05851321889
299	0.05831453384
300	0.05804296202
301	0.05783158498
302	0.05758322335
303	0.05733696543
304	0.05713256808
305	0.05683922605
306	0.05668839051
307	0.05649700791
308	0.05624855791
309	0.05599815592
310	0.05582878599
311	0.05563358585
312	0.05538811086
313	0.05516997479
314	0.05495354276
315	0.05472265295
316	0.05445004537
317	0.05417773794
318	0.05393216799
319	0.0537126521
320	0.05351016147
321	0.05328860049
322	0.05299251346
323	0.05280393442
324	0.05265072858
325	0.05244148954
326	0.05221528015
327	0.05198186149
328	0.05176459887
329	0.05155338994
330	0.05124912687
331	0.05109175835
332	0.05094742412
333	0.05083161189
334	0.05062279353
335	0.0504233602
336	0.05019644647
337	0.04996807269
338	0.04980379685
339	0.04964705471
340	0.04953295695
341	0.0493636773
342	0.04915798828
343	0.04892025248
344	0.04870704411
345	0.0485421055
346	0.04843238975
347	0.0482676852
348	0.04810504595
349	0.04794824902
350	0.04778776797
351	0.04766821272
352	0.04745217778
353	0.04721346761
354	0.04703921521
355	0.04683841049
356	0.04666607529
357	0.04649635104
358	0.04630340435
359	0.04610973604
360	0.04598778665
361	0.04583237515
362	0.04570763279
363	0.04551398071
364	0.04535093945
365	0.04521077052
366	0.04500209973
367	0.04486196121
368	0.04469820772
369	0.04454249391
370	0.04433844355
371	0.04422032327
372	0.04404039625
373	0.04388494865
374	0.04369469991
375	0.04353982164
376	0.0434183816
377	0.04324445265
378	0.04311246611
379	0.04295515888
380	0.04277472774
381	0.04269920113
382	0.04254913739
383	0.04242280092
384	0.042225385	0.04284681189
386	0.04277059973
387	0.387	0.04181604706
388	0.04172705658
389	0.04159353903
390	0.04144248353
391	0.04129432927
392	0.04116987364
393	0.04104206064
394	0.04086597067
395	0.04073771658
396	0.04059612798
397	0.04047665896
398	0.04032679735
399	0.04018091265
400	0.04008273328
401	0.03992154865
402	0.03981091728
403	0.03968592567
404	0.03955505288
405	0.03946665646
406	0.0393039408	0407	0.0391282409	0408	0.03902641336
409	0.03890330071
410	0.03876875773
411	0.03865439052
412	0.03854986513
413	0.03846174977
414	0.03832343066
415	0.038416	0.038416	0.038417	0.038417	0.03788037967
418	0.03776272533
419	0.03757594463
420	0.03746086492
421	0.03734118251
422	0.03726036167
423	0.03716578812
424	0.03702781216
425	0.03688348199
426	0.03671693733
427	0.03661459208
428	0.03650222625
429	0.03639875004
430	0.036432	0.037431	0.036433	0.03728591603
434	0.03715613096
435	0.03700421245
436	0.03687286352
437	0.03674214679
438	0.0366000305
439	0.03651296059
440	0.03641027965
441	0.03631354767
442	0.03619404688
443	0.03610730691
444	0.03603187571
445	0.0359202135
446	0.03587185387
447	0.03574023076
4447	0.035265626844448	0.035168660045449	0.035027286845450	0.03490684245
451	0.034761419745452	0.034654985445453	0.034453	0.03405077879
454	0.03395119028
455	0.03384618605
456	0.03373735715
457	0.03362107528
458	0.03352617205
459	0.03342315692
460	0.03331601744
461	0.03320044038
462	0.03315836924
463	0.0330503436
464	0.03297233966
465	0.03283946844
466	0.03274161155
467	0.03262829198
468	0.03255079917
469	0.03245742887
470	0.03238566213
471	0.03230395484
472	0.03223183472
473	0.03213414392
474	0.03203020468
475	0.03193399084
476	0.03186461136
477	0.03177316698
478	0.03169877882
480	0.03222103402
481	0.03212620153
482	0.03202227643
483	0.03193378251
484	0.03178893481
485	0.03167795737
486	0.03162531962
487	0.03154730315
488	0.03143708491
489	0.03135143001
490	0.03126573827
491	0.03120697847
492	0.03111075553
493	0.03104615664
494	0.03097372488
495	0.03089536655
496	0.03080563421
497	0.03069694553
498	0.0305840335
499	0.03051569492
500	0.03044200424
501	0.0303610965
502	0.03025197785
503	0.03015452245
504	0.0300451554
505	0.02996770275
506	0.02991334863
507	0.02984016364
508	0.02974576896
509	0.02962592456
510	0.02951791391
511	0.02944331107
512	0.02935177288
513	0.02927827843
514	0.02917558368
515	0.02909764035
516	0.02903953633
517	0.0289484231
518	0.02887395648
519	0.02881808123
520	0.02874154461
521	0.02865375858
522	0.02856735087
523	0.02849046702
524	0.02841759548
525	0.02837151757
526	0.02831335747
527	0.02826816822
528	0.529	0.028236529	0.530	0.028176530	0.02803480181
531	0.02796274834
532	0.0278807536
533	0.02779865558
534	0.0277053629
535	0.02762006013
536	0.02754343571
537	0.02749098538
538	0.02741983688
539	0.0273386538
540	0.02728314244
541	0.02722875062
542	0.02717762606
543	0.02708753377
544	0.02703072557
545	0.545	0.027068546	0.546	0.02703547	0.02675285461
548	0.026549	0.02664337144
550	0.02659622336
551	0.02652640687
552	0.02643747446
553	0.02633114989
554	0.0262496987
555	0.02624181414
556	0.02618740887
557	0.02614105825
558	0.02606160224
559	0.02559	0.0259178391
560	0.02586299408
561	0.02578824562	0.02628726379
563	0.02623430518
564	0.02615578936
565	0.02608345669
566	0.02600041899
567	0.02598154602
568	0.02590093421
569	0.0258184317
570	0.02577652007
571	0.02574850384
572	0.02570225471
573	0.02562521974
574	0.02560557008
575575	0.0242550576	0576	0.0241982577	0577	0.02413662866
578	0.0240778579	0.02527373507
580	0.02521378947
581	0.02516461967
582	0.02511058696
583	0.0249953407
584	0.02495286242
585	0.0248917784
586	0.02482240239
587	0.0247829815
588	0.02470964658
589	0.02465943547
590	0.02459797358
591	0.02454489202
592	0.02450205269
593	0.02445926627
594	0.02441295545
595	0.02437868436
596	0.02433338825
597	0.024267923
598	0.02420094123
599	0.02415509308
600	0.02410058888
601	0.02405732251
602	0.02400284324
603	0.02393912681
604	0.02388095519
605	0.02382790295
606	0.0237698958
607	0.02370471267
608	0.02366830322
609	0.02363637624
610	0.02354528037
611	0.02353399293
612	0.02351050491
613	0.02346985138
614	0.02343535516
615	0.02337534731
616	0.02332196496
617	0.02326171563
618	0.02321483984
619	0.02314490782
620	0.02309030143
621	0.02304342188
622	0.02301851154
623	0.02296289124
624	0.02291879268
625	0.0228624555
626	0.02282758976
627	0.02277040852
628	0.02272689612
629	0.02267957052
630	0.02263469735
631	0.0225984888
632	0.02252936803
633	0.02248235156
634	0.02242521925
635	0.02239048905
636	0.02233829617
637	0.02229654644
638	0.02222761876
639	0.02217724382
640	0.02212422251
641	0.02208631056
642	0.0219987413
643	0.02193919057
644	0.02189846774
645	0.02186353076
646	0.0218361914
647	0.02176587293
648	0.02171519487
649	0.02168189872
650	0.0216435262
651	0.02160965253
652	0.02153788063
653	0.0214638871
654	0.02142731823
655	0.02138597101
656	0.0213203035
657	0.02128232958
658	0.02122153551
659	0.02116524709
660	0.02111822744
661	0.02107822907
662	0.02100980085
663	0.02096646621
664	0.02092376467
665	0.02090285675
666	0.02087072621
667	0.02084743739
668	0.02079780487
669	0.02073764961
670	0.02067758468
671	0.0206413378
672	0.02059113212
673	0.02055562634
674	0.02050167101
675	0.02045201137
676	0.02040529832
677	0.0203591944
678	0.02030162891
679	0.02025835875
680	0.02022522534
681	0.02017415382
682	0.02012717773
683	0.02008335694
684	0.02005388618
685	0.01999614754
686	0.01995255905
687	0.01990878546
688	0.01987025816
689	0.01980908111
690	0.01974497363
691	0.01969043163
692	0.01966534658
693	0.01962100731
694	0.01958796751
695	0.01956276696
696	0.01953090751
697	0.0194927773
698	0.01945571735
699	0.01942373106
700	0.01937648539
701	0.01930710598
702	0.01927125085
703	0.01922020743
704	0.01917437631
705	0.01912925872
706	0.01908924356
707	0.01903973488
708	0.01898747576
709	0.01895370732
710	0.01893878769
711	0.01888833724
712	0.0188659332
713	0.01882692975
714	0.0187943373
715	0.01876969919
716	0.01873547601
717	0.01870701359
718	0.01867378544
719	0.01863719921
720	0.01858256806
721	0.01853817331
722	0.0185077367
723	0.01846588531
724	0.01842467982
725	0.01839645129
726	0.0183693573
727	0.01833965567
728	0.01828145176
729	0.01826815242
730	0.01822545442
731	0.01819971947
732	0.01813382333
733	0.01809995634
734	0.01806277541
735	0.01804182031
736	0.01800045191
737	0.01795623102
738	0.01792490511
739	0.01788389608
740	0.01784847222
741	0.0178166516
742	0.01778818962
743	0.01776256122
744	0.01772060608
745	0.01768103759
746	0.01765202026
747	0.01763066081
748	0.0176006812
749	0.0175783916
750	0.01753550139
751	0.01750380112
752	0.01745746471
753	0.01742274043
754	0.01739699522
755	0.01735898444
756	0.01732321994
757	0.01729413226
758	0.01726445963
759	0.01721604374
760	0.01717052692
761	0.01713377237
762	0.01712996881
763	0.01711305289
764	0.01708906114
765	0.01703620554
766	0.01699235471
767	0.01694939014
768	0.01691893875
769	0.01688505507
770	0.01684909939
771	0.0168225843
772	0.0167823834
773	0.01674994917
774	0.01671248021
775	0.01666201542
776	0.01662574064
777	0.01659660952
778	0.0165556216
779	0.01651953858
780	0.01648282113
781	0.01645432819
782	0.01641887736
783	0.01638467159
784	0.01635204984
785	0.01631440114
786	0.01627785817
787	0.01624464116
788	0.01621179048
789	0.01618106411
790	0.01614600061
791	0.01610781573
792	0.0160797306
793	0.01604800746
794	0.0160178271
795	0.01598044792
796	0.01593517167
797	0.01590325905
798	0.0158996543
799	0.01587379835
800	0.01585150768
801	0.01581723275
802	0.0157798238
803	0.01576064184
804	0.01573616801
805	0.01570221578
806	0.0156803633
807	0.01565523052
808	0.0156246967
809	0.01557612874
810	0.01554994381
811	0.01551899771
812	0.01550691002
813	0.01548049704
814	0.01544004663
815	0.01541926118
816	0.01538032139
817	0.01534552024
818	0.01531571121
819	0.01528581149
820	0.01525578311
821	0.01522867081
822	0.01520028978
823	0.01515840657
824	0.01511911279
825	0.01508643901
826	0.01506211911
827	0.01503582152
828	0.01500387003
829	0.01495880699
830	0.01494616256
831	0.01492243763
832	0.01491701831
833	0.01489722083
834	0.01487012444
835	0.01484093845
836	0.01481882421
837	0.01479119185
838	0.01476480573
839	0.01473716253
840	0.01470510111
841	0.01467327868
842	0.01467048774
843	0.01464387662
844	0.01462393104
845	0.01459894097
846	0.01458125313
847	0.01455253463
848	0.01452860867
849	0.01451253617
850	0.01449666803
851	0.01444848998
852	0.01442881404
853	0.01439476077
854	0.01436082105
855	0.01431518973
856	0.01430834024
857	0.01427480246
858	0.01423603643
859	0.01421378311
860	0.0141877448
861	0.01415398911
862	0.01411908078
863	0.0140902481
864	0.01406059506
865	0.01404010006
866	0.01401722135
867	0.01398502533
868	0.01395878913
869	0.01393125854
870	0.01391104111
871	0.01388716295
872	0.0138606195
873	0.01385057275
874	0.01382696888
875	0.01380458169
876	0.01378326238
877	0.01375286769
878	0.01373984486
879	0.01372096124
880	0.01368468471
881	0.01365260955
882	0.01364213601
883	0.01362162069
884	0.01360337582
885	0.01357965576
886	0.01354652273
887	0.01351986442
888	0.01350157736
889	0.01348273918
890	0.01346303373
891	0.01343921639
892	0.01340767682
893	0.01339754587
894	0.01336711664
895	0.013353223
896	0.01333010777
897	0.0133273165
898	0.01329751246
899	0.01327420876
900	0.0132489108
901	0.01321926972
902	0.01319387973
903	0.01316111732
904	0.01313869354
905	0.01311358254
906	0.01309853171
907	0.01308684812
908	0.01307499137
909	0.01304902042
910	0.01303368778
911	0.01302292794
912	0.01301990228
913	0.01301733698
914	0.01299258164
915	0.01296874952
916	0.01296163644
917	0.01294846756
918	0.01292658733
919	0.01290378752
920	0.01288182347
921	0.0128570166
922	0.0128351634
923	0.01281770497
924	0.01279712221
925	0.01278371273
926	0.01276986303
927	0.01276052374
928	0.01272554874
929	0.01271534166
930	0.01269330106
931	0.01267054203
932	0.01265595302
933	0.01262911364
934	0.01261228313
935	0.01258422722
936	0.01256320149
937	0.0125389322
938	0.01251879584
939	0.01248936073
940	0.01248781683
941	0.0124640396
942	0.0124584154
943	0.01245152362
944	0.01242778199
945	0.01241104674
946	0.01239695525
947	0.01238514767
948	0.01236741368
949	0.01233078963
950	0.01232371835
951	0.01229784033
952	0.01227777051
953	0.01225583727
954	0.01224154395
955	0.01223811415
956	0.0122337899
957	0.0122115273
958	0.01219505278
959	0.01217697699
960	0.01217532398
961	0.01216811455
962	0.01214812001
963	0.01211634424
964	0.01211306129
965	0.01209922112
966	0.01207830192
967	0.01205238532
968	0.0120240902
969	0.01202109778
970	0.0120016937
971	0.01197257935
972	0.01194710333
973	0.01193645369
974	0.01193368347
975	0.01191231977
976	0.0119106152
977	0.01189087174
978	0.01187203135
979	0.01185163984
980	0.01182756111
981	0.01179938129
982	0.01179679492
983	0.01177347255
984	0.01176904712
985	0.01174133491
986	0.01171735052
987	0.01169585796
988	0.01167525079
989	0.01167313291
990	0.01164439196
991	0.0116370318
992	0.01161699561
993	0.01159159424
994	0.01158853993
995	0.01156411308
996	0.0115461667
997	0.01154413737
998	0.01153486829
999	0.01150982377
11906
	0.00968491869
995	0.008691078272
996	0.008671480013
997	0.008650552816
998	0.008628178525
999	0.008608049061
